Gene	JK_A2_2_ERCC_S27	JK_S1_3_ERCC_S23	JK_A2_3_ERCC_S28	JK_S2_3_ERCC_S25	JK_A2_4_ERCC_S29	JK_A2_1_ERCC_S26	JK_S1_2_ERCC_S22	JK_A2_5_ERCC_S30	JK_A2_6_ERCC_S31	JK_S2_2_ERCC_S24
PLXNA3	3.928754453	4.637805351	3.937464264	3.921706339	4.353482601	3.232639841	3.744878705	4.248955441	4.2740454	3.709684007
H4C2	840.8804893	416.2340475	849.1938557	657.9131065	797.3177512	894.3579248	451.2301614	846.0422899	801.1935054	672.9229401
ARHGAP44	4.548577636	7.397407427	4.580463697	5.312376437	5.165190288	4.347225509	6.520730577	4.673994071	4.99082431	5.110874862
SLC4A2	21.6759642	15.54746454	22.69912437	16.56178132	23.00366985	18.83286143	13.89647888	23.8549667	23.66601539	16.55754419
AAMDC	6.73006048	8.502198082	6.88230075	6.557806491	6.636501361	7.222583144	9.092048851	7.770593023	7.531252022	8.035224688
HARS2	15.62217689	17.32506897	16.77804296	15.30007413	17.09946033	15.99232727	16.91623686	16.77128092	16.49824615	13.86864852
ORC1	22.16410075	22.59717765	23.05954204	20.81074201	23.37351579	23.80880034	21.47129421	23.78729695	22.88461322	22.23078648
KSR1	3.078313571	4.596409794	3.280760952	3.498728819	3.751246125	3.216001655	4.229771294	3.424853234	3.435372572	3.498713518
FAM86C2P	4.129091027	1.873138176	4.300212488	3.578462851	3.426526932	3.833037545	1.330013781	4.139235654	3.755280885	3.514040911
SLC27A5	2.475869522	1.835792192	2.596393852	2.689164681	2.580229576	2.385745944	1.94847732	2.44787825	2.517693842	2.902348815
CREBZF	16.2006261	23.66880698	16.05198921	19.08978218	14.75930626	15.63496812	24.81577777	13.55226321	14.88359769	19.30542279
UQCC2	8.454617564	9.096262822	8.818314638	9.948542539	9.601756003	8.951657443	8.127061274	10.07176553	9.649979692	10.47354163
TECPR2	3.940306927	2.786363775	4.026869874	3.244937597	4.201645265	3.522131697	2.762939881	4.368264444	4.169634645	3.284541084
ODR4	6.971103622	4.263363345	6.656253804	6.480898184	6.858541373	7.393146763	5.123265554	6.121373183	6.558194532	6.552507779
MYADM	28.99031187	29.87250467	28.77509289	30.59398237	29.92963283	27.35821525	25.84326345	31.57923146	30.78924399	31.01016553
GMPPB	6.625856548	5.718886673	6.929049115	6.064451271	7.06768204	6.088429972	5.453986243	7.364339905	7.251800262	5.926858489
AC093297.2	3.551601654	3.339028706	3.536456857	3.548606784	3.113495691	3.371611095	3.910742631	3.295696854	3.428758453	3.418972856
MTMR14	14.66719304	19.7920507	15.47344579	15.77147074	15.16799832	14.84882043	18.78008075	15.76779876	15.33857734	16.52961495
GZMM	5.075503819	6.454539081	5.191834105	2.964425746	6.66241756	3.739350124	5.250765427	5.817793532	6.114194139	1.978510793
ZNF286A	9.047073429	4.464344093	9.407744562	6.607678818	8.851430558	9.480215724	5.223826738	7.950066684	8.60966837	7.101751444
COA3	11.59435039	9.334380891	10.82868747	9.116476324	10.06921863	11.0639206	8.456332164	12.01388978	10.85667742	8.882819079
TEF	1.869808262	6.002935586	1.856481187	2.586834239	1.839686786	1.730372627	5.659064142	1.704839389	1.932917368	2.612923382
CYB5D2	4.595914768	3.830733534	4.830853934	4.474932804	4.255186913	4.625341396	4.156161506	4.763922455	4.150815988	4.244447702
HKDC1	0.916062552	1.071066656	0.982785095	0.851736341	1.027610467	1.063974835	1.098970255	0.868116504	1.001321316	0.781474753
AC025171.2	5.934721923	4.57016991	5.844315429	5.186310558	6.623403131	5.341886066	4.15271034	6.345723862	6.164074072	5.293837708
YBX3P1	0.835981553	0.803436567	1.137508913	1.021217996	1.455672963	1.434751668	1.027007868	1.362817159	1.083645162	1.100745791
AKR1C3	1.241200247	1.618586651	1.066879077	1.641795223	1.101767923	1.031237147	1.840775177	1.366141236	1.288158151	1.914046859
RASL10A	1.406654606	1.042945649	1.258820823	0.787516736	1.642482951	1.00282959	0.785492184	1.795218709	1.794355427	0.649457671
CNR2	6.630417533	6.385060021	6.558730219	6.072600912	7.063687362	6.884179113	6.334577265	6.52727718	6.657962617	6.058589613
EDC4	26.70250186	24.59460079	26.59739265	24.08766391	27.84725224	23.97194926	21.97205012	28.08927392	27.77197044	23.56532696
JAZF1	2.599467728	4.073215845	2.367895134	3.829349366	2.732023328	2.631060755	4.501258171	2.745835497	2.906010602	3.324954004
RALGPS1	4.60400093	7.774291826	4.657132233	5.154722185	5.111036995	4.472482672	7.573910288	4.508857237	4.779348427	5.607885158
EIF5A	476.0043626	171.6488581	499.3592512	323.2195956	449.1197301	485.1362948	166.9862964	471.0855119	461.3854485	334.1454953
LSAMP	3.697417607	12.608333	3.677171125	11.00696355	3.421560703	3.971443744	13.77857592	3.16229575	3.273663018	11.24396201
MORN4	3.878849626	5.291552342	3.926421902	4.064166951	4.428972458	4.140272017	4.847916739	4.356890429	3.993153684	4.75264733
FMR1	13.75579684	10.68581903	13.2988469	14.09700642	12.54732317	13.47515063	12.49148636	11.71112246	12.46807109	13.85091368
GUK1	44.62254618	69.45497961	43.18490661	57.46067872	42.90673673	39.56091891	61.87120588	43.99972973	44.86897081	56.99322418
CAPZA2	14.86749383	9.63494358	14.78852707	14.10713886	14.22599677	15.88275226	11.96580303	13.82217691	14.57031923	13.74741409
ZNF850	3.061872897	2.300429992	3.05709483	2.561548545	3.254238783	3.250527172	2.58777071	3.157638112	3.23366131	2.414132075
TMC6	7.268089746	5.160223598	6.954822802	4.570065729	8.695527959	6.575622297	4.634737036	8.485640668	8.720339113	4.710990864
EPAS1	4.461774385	4.279950661	4.365272996	3.582383992	5.634151023	4.273966986	3.938758427	5.892733528	5.905681349	3.378850369
PYCR3	8.132701948	1.880788532	7.796554387	4.731231781	8.134789887	7.342641043	1.871159633	7.611190739	8.151762099	4.320505028
ORC6	35.12405818	29.18998743	33.62936534	30.40012911	33.14695544	34.39069038	31.65182723	32.7530733	35.43124729	30.94500258
MIR503HG	3.733446416	3.29840473	3.495246604	3.214629434	3.721115221	3.38023366	3.101892606	3.427550779	4.108565149	3.296189318
METTL21A	8.481482659	5.320734462	7.664188681	7.281947642	7.760054726	7.744251507	5.752040048	7.68014527	7.592718368	7.241326628
STARD3NL	10.47235829	14.71266653	10.46615467	14.50888801	10.23902594	10.92935096	15.56522294	10.74179948	10.75377371	14.13449988
ZNF138	11.34758526	11.78395883	10.95562032	13.82167122	10.99305498	13.02288456	14.78348817	9.606954732	10.38250256	12.15395299
NDUFS4	40.15372671	44.76569465	41.85452336	43.58229733	39.60553127	44.45035137	45.55235006	39.7731139	39.84052513	44.15422771
ADPRS	16.07229056	18.57373106	15.2663965	17.28587688	16.17366616	15.19749471	17.16134244	16.89287081	15.87790742	19.09516571
EIF4EBP1	19.56712025	12.21200391	21.72802358	18.21130683	19.23281125	20.21730323	12.60261083	20.7473049	19.30458252	19.76091816
ZNF776	10.92463069	9.271668428	11.83073283	9.590698523	11.66062583	11.57778387	9.991450351	11.3047493	11.18378912	10.08768114
SLC25A46	14.68783033	7.07832204	13.52319858	12.09500551	12.4613203	15.03588269	8.071862507	11.3644381	12.41565104	11.28531642
GSTM1	18.58558171	19.05167107	19.61863028	21.67218404	20.39708209	21.91153937	17.57620705	18.58343981	19.29668598	20.04664304
MAT1A	3.454122852	2.195542217	3.620213125	3.618322627	4.059798285	3.771872053	2.16733237	4.330502022	3.681877193	3.459964275
SLC25A19	12.51597909	6.798873894	12.24983266	9.170920072	11.72111386	11.50404576	5.945035412	12.65226735	11.92435572	9.602195082
PTTG1	49.92181173	116.1808758	48.84132286	78.61205275	47.52455342	50.76804495	117.174879	52.89542322	51.34916469	77.1777819
SELENON	8.845911147	9.298750645	9.467355733	13.36454474	10.16828805	8.519045894	9.010556217	10.78278416	9.653658282	13.85808561
GLRX5	32.12131501	28.8564121	29.49197426	32.61010611	28.33400541	31.50374176	27.95125843	29.25124901	28.89889303	31.06850767
TYW1	14.42741241	10.32435057	14.29332386	11.73175854	14.90457502	14.73129565	11.09353544	14.18457364	14.88051711	12.87155614
NIPBL-DT	2.031173803	7.272871731	1.927898175	3.771814748	1.975949135	1.891740846	8.107942883	1.788845819	1.749124738	3.294634643
DDX12P	12.53336513	16.25781249	11.34081102	14.39869737	13.60460938	10.83187536	14.69653631	11.91625214	13.16839357	14.0389749
ZNF627	12.76808663	13.96871738	13.9172687	11.69829666	13.03332886	13.72673239	14.23966302	13.04052576	13.49826815	13.10706344
AFF2	25.76127693	24.66315256	25.53625486	22.04142594	27.36670749	26.39743925	24.72248418	27.06954741	26.63257558	22.05268483
AKIP1	12.70343441	14.46289782	13.06211066	12.04268873	12.92256115	13.22276569	13.98992615	13.084743	13.56776583	11.64612499
GCNT4	3.267166802	4.333612922	2.898810867	3.38297762	3.605877227	3.619094146	5.720002658	3.353763265	3.526217887	3.448979786
PLK4	24.40519039	20.2894103	24.30626511	24.98084885	22.24873988	25.68874199	23.72603907	21.15254755	22.62017513	24.92288955
LYPLAL1	6.287172438	3.562166187	6.108857208	5.843043525	5.05824625	6.118015667	4.48480185	4.794050217	6.236209572	6.046655746
NUDT18	4.854727932	7.803341088	5.117038129	7.546653821	4.931220193	4.274470604	7.262507964	5.614311523	5.191826997	7.029140246
SGTA	53.81491539	48.83896669	54.53843737	45.42126694	53.46130074	49.2745481	42.11368791	56.86502658	55.35175066	46.47260634
SFMBT1	6.66315356	7.833396952	6.474774222	6.686441846	7.042085919	6.889870255	8.156046488	6.642546866	6.636321806	6.442643763
OAZ2	8.346441158	9.248231395	8.580598206	10.19151188	8.631394495	8.639716281	9.816108471	8.561553749	8.575982244	10.69565885
POLDIP3	48.16714169	53.75647736	49.41049022	44.77050878	51.27059356	47.9662212	49.29382128	50.37803403	49.25693508	44.06310223
CELF1	37.47529837	31.56275837	37.55704857	34.10000579	37.20532735	35.95235216	31.09355779	36.48610095	37.55811369	33.30984685
NUDT11	10.6431497	8.880732884	10.05729953	11.54679168	9.223864777	10.28690043	10.82977261	7.921239278	9.09751906	10.84278204
EFL1	21.01514732	19.86330847	21.24883856	19.72469983	21.79840124	22.39217816	19.6768241	21.80372108	20.3585638	20.7829624
RIOK3	15.33264664	12.48874899	15.15565386	15.47876368	14.58543898	15.82334526	14.05157543	14.15485655	15.02665905	14.62057106
ZEB1	16.42013805	31.80870947	16.34127594	23.8349576	16.58951186	17.81289061	33.79695211	15.81180459	15.76198721	23.93776717
ATP5F1C	171.4476967	143.3404892	165.8793533	157.8645251	163.8142397	171.0349396	150.1980914	168.8017663	163.760561	158.2389731
PDE8A	5.48391933	5.938892367	5.788996056	6.136245664	6.434720943	5.922141628	5.901103868	5.990609297	5.783977788	6.466726894
BCHE	1.274511674	0.799313592	1.347469937	0.93405896	1.3782999	1.774694867	0.687400024	1.472901503	1.394724376	1.031456319
TIFA	8.913918954	12.63541946	8.659424802	12.17089197	8.166609922	8.607070616	15.37377023	7.790054103	8.434140456	11.9954458
KNOP1	14.22083903	6.94809467	14.71641614	10.77363087	14.81214771	14.22437726	7.03263101	14.82720977	14.73188496	10.88115212
PRPF18	5.889156029	5.210155	5.69577928	5.372501081	5.607965741	6.059412647	5.108319746	5.936685713	5.395933322	5.10347842
RBBP9	11.03795396	8.854271162	11.3596267	11.39409054	10.82541456	11.56194932	10.48654404	10.59291531	10.11799651	11.05644711
HS2ST1	12.94231539	8.020638203	12.60821749	11.91906122	12.31012522	12.97414306	10.27998141	11.43332711	12.37382526	11.94236543
IWS1	51.84579822	38.42665984	52.87799476	45.0061567	54.63242989	56.15341986	35.95260119	54.36120899	53.84057295	45.28331089
RPS4Y1	32.04240365	50.52425643	33.41617167	42.98569561	32.28763794	35.30005141	54.76908668	33.45155201	32.7347039	44.99167933
ZNF512	19.12181203	18.94259202	18.97050951	19.8686773	19.25051581	20.20340989	20.52552503	18.38994944	18.81966524	19.75350115
RNF40	30.64615886	27.55791014	29.82466055	24.92041223	30.1512046	28.25997756	24.65853522	31.98306771	30.94717948	24.26267771
CNTLN	2.998070726	2.09902958	3.142421216	3.006456112	2.714161751	2.99252007	2.553368164	2.577104224	2.78966189	3.134080296
SNRPGP2	8.550507082	4.312479605	8.51591668	8.189125224	10.78794112	11.6008747	5.465675074	14.32739964	8.176834355	7.322629917
PACS2	8.627170652	12.31962418	8.49210202	9.112262705	9.287051847	7.400938081	10.65617605	8.87930641	8.993978426	8.637503033
AL050341.2	2.232732401	5.398822617	1.873391145	2.898067254	1.80815774	2.074466783	6.362581358	1.516350089	1.656624441	3.060678734
LTO1	5.117623413	4.017526021	4.964596574	4.63850529	5.349891502	4.701967667	4.007341484	5.039030069	5.14624065	4.26219337
AL133215.2	1.559812403	8.139546971	1.477428738	2.992463038	2.277611978	2.189186234	8.376133065	2.272119461	2.008466377	3.218359556
AC113404.3	16.70145191	9.162118831	18.63911673	13.2661904	18.8268316	20.71912187	13.56262953	19.21683934	15.20661841	13.34367886
MAN2A1	13.98220349	11.7661526	13.88509059	13.46626754	12.94940122	14.00677767	13.09232471	11.96279819	12.67470075	13.1973435
LSM14B	33.29982742	31.63305109	31.31464653	30.27927024	33.77200969	31.56006457	30.49445147	34.24311128	32.40031999	29.53598127
USP53	1.459293136	1.065418216	1.276993726	1.203736984	1.332051391	1.318080105	1.087092797	1.33866307	1.305219257	1.349114968
FAM117B	16.17029503	14.53815007	16.19175087	16.79423606	15.18030883	16.27022557	14.91268374	14.9300969	15.29635953	16.82717587
HEYL	2.562572331	2.425178621	2.818755407	2.812498297	3.070718678	2.718946427	2.546911412	3.406094547	3.280335814	2.658741493
NCOA4	72.81188873	64.63082282	73.6006054	69.96560308	70.93835918	77.61334012	68.32729117	71.879511	72.0391237	69.00139549
PIK3R3	21.39865305	18.40582789	22.43110223	20.66078432	22.16789892	22.26257797	20.10083564	21.67760493	21.46832521	21.51447816
SSH2	18.01328756	24.72012244	18.04524485	20.05737259	19.5905495	18.32292178	23.81446468	18.87821029	19.06725124	20.3723378
PLP2	36.7627246	70.79114299	37.93425449	38.57992904	38.12068318	38.13576974	65.65375836	43.67117716	41.14226049	37.77195743
ANKFY1	15.85720368	17.16783447	15.93426734	18.81066638	16.08874187	14.99817649	16.10702987	16.08362687	16.4851347	19.33599647
GAS6-AS1	1.174630864	1.016664183	1.073844146	1.159845052	1.157910983	0.943155005	0.979975185	1.043022118	1.185217849	1.084962686
TBC1D2	1.963234495	2.569742824	2.170811391	1.914121917	2.180926826	1.859580849	2.636476765	2.458872303	1.98972519	1.938758785
ATRIP	7.075989418	5.198074193	6.911344648	5.914281764	6.981319579	6.66425846	5.095105648	6.769647267	7.165009316	6.509715582
UBXN7	14.68929151	17.8411023	14.62025736	18.67316021	15.13444513	14.84687255	19.52997631	14.15241656	14.95701508	18.14806049
TTC21A	1.004080547	1.886009137	1.094780176	1.532614802	1.369978652	1.180236792	1.944281778	1.320502999	1.271889257	1.562909144
PIGO	6.312603937	6.301566741	6.131504305	6.722717271	6.716459208	5.574175412	5.939558548	6.826752299	6.60708128	6.521431874
BBS12	1.653033605	1.296809664	1.893184333	1.758970924	1.996452608	2.171793934	1.788869573	1.795063153	1.804614937	1.808781363
ADAMTS7P4	1.031136253	1.283018025	0.978841519	1.017630088	1.382511266	1.082718997	1.079682734	1.100078186	1.292589134	0.790564185
MON1A	4.324965274	4.062048651	4.146613128	3.386279033	4.330787313	3.704451651	3.420245903	4.577649291	4.542035744	3.23142689
AC012618.3	1.507979829	0.670968913	1.540634742	0.814390713	1.819373867	1.396562162	0.850665945	1.446743743	1.464757801	1.053569378
ZNF814	1.195159627	1.212518289	1.203288158	1.071777205	1.270566568	1.230206156	1.26115813	1.122691618	1.336389704	1.252317482
CMTM6	42.52859911	21.25787497	43.06628079	33.54213409	39.10917977	43.78494899	27.1971876	35.98060852	39.41007854	32.24005374
AC134349.1	1.958735104	3.485373127	1.730407046	2.542898324	2.161146398	2.688104253	1.905000712	1.647391995	2.276245011	2.686549288
UBE2MP1	2.542274936	3.312938877	3.196446348	2.194556088	4.116230001	3.679716044	3.719764547	3.793336831	2.216864707	3.084158582
TLE2	10.28569568	24.34190124	10.40454414	12.83886417	11.24380221	9.454462452	21.29113199	11.72265187	12.11362438	12.25590028
MBD5	3.042006082	4.540721164	3.024512812	3.421524426	3.180492517	3.094431354	4.312616001	3.004696024	3.094130508	3.565961107
ABRAXAS2	14.53570913	11.63454734	13.87774088	12.88471368	14.12437115	14.63947944	12.43602922	14.1941401	13.88705382	12.93689399
ZFP1	15.90665319	17.48105514	15.92721149	17.80132683	15.31736458	16.97404762	18.28484063	14.344745	14.95346735	16.70270275
TRAPPC6B	8.37695399	6.727494104	8.164898309	7.553216978	8.370826413	8.817762083	8.021719183	7.021648065	7.981070563	7.730600397
JAGN1	22.42875835	20.09588847	21.24147175	23.00463193	22.45853291	21.94454971	21.50544481	23.15488024	23.13607085	21.7352833
DEDD	23.29793124	24.46554129	23.31376117	20.96926637	23.96436302	22.77256009	22.23199479	24.65151078	23.59453014	21.07474133
ELAPOR2	2.702441738	4.387541786	2.464346163	3.581707564	2.60521869	2.541446024	4.277045563	2.581210541	2.629489089	3.500499403
ENDOG	14.90114145	14.22362269	14.59448475	14.6175963	14.44897666	13.31687629	11.6983944	15.11636445	15.40733072	15.21220406
SUDS3P1	1.447465026	1.842382591	1.436781213	1.443853327	2.443763453	2.047461049	1.758238643	2.660833371	1.735511319	1.456187585
TRPM2	4.530617896	2.515741196	4.842846488	3.209972866	4.883328189	4.251399946	2.103496374	4.569077566	4.722218488	3.391763078
MTX2	26.28974392	18.64988039	25.80574578	23.94130807	24.36956488	26.04635689	22.54977204	24.54327053	25.62096651	24.81851782
NUTM2A-AS1	4.552384271	4.237022398	4.505042153	4.185833548	4.644703974	4.443939545	3.907650046	4.065886914	4.582281162	4.255226026
NOMO2	9.053861449	9.503171968	9.669590383	8.230986061	8.799001037	9.205631532	8.869790949	8.939793168	9.783867119	7.92853043
HCLS1	38.45929997	36.51634022	39.52444088	39.63472668	40.64885851	37.94282849	34.51329266	40.71664172	41.58219043	40.19732023
MRPS34	54.09612793	31.67244636	52.24313323	41.7035995	51.87234618	48.58375089	28.54271436	55.40022543	58.93043223	44.1575707
PARP6	11.81845834	17.60885164	11.82100447	10.96144527	12.28609068	12.13742816	15.63264152	12.14490154	12.19025532	11.3585864
PRKD3	10.38191651	9.517580069	10.07053862	11.01476711	10.12438321	11.28616611	11.44370169	9.240065699	9.602958881	10.86071153
APEX2	12.52392588	12.16253124	12.92373833	12.52096218	13.41163911	12.84464017	11.47671534	13.12478147	13.34582583	12.33904965
GGT7	9.558625449	21.23023508	9.800046095	12.5723421	11.69203178	9.014467374	19.09580588	11.11657633	11.22994184	12.60946879
CCT7	278.4682671	161.3622354	278.3241731	246.5781081	264.656854	277.3375349	152.3906773	280.6023332	274.6334217	243.8574572
RHOT1P3	1.661250977	3.883289792	1.565440412	2.87671753	2.396802916	1.667545035	2.915508324	1.613600682	1.611580272	2.7498577
PRDM11	1.918080245	0.831962515	1.917836451	1.107390682	2.10088686	1.770413241	0.751880523	1.964616164	1.976138354	1.044924958
NEIL2	2.700911131	3.338906032	2.818028888	3.68198647	2.416036426	2.513700058	3.675636111	2.380849422	2.978732276	3.571647334
PTPN4	4.411459138	3.12811866	4.245140459	3.796003765	4.29394551	4.554021885	3.247523993	4.063556497	4.299829236	3.965676208
REL	4.042483509	4.521735612	3.931339775	5.165477419	4.237872492	4.217533271	4.787868234	4.232359537	4.150466103	5.274993577
