Gene	JK_A2_2_ERCC_S27	JK_S1_3_ERCC_S23	JK_A2_3_ERCC_S28	JK_S2_3_ERCC_S25	JK_A2_4_ERCC_S29	JK_A2_1_ERCC_S26	JK_S1_2_ERCC_S22	JK_A2_5_ERCC_S30	JK_A2_6_ERCC_S31	JK_S2_2_ERCC_S24
FTH1P7	2.67537075	5.296849949	2.480842227	3.304202805	3.189912541	3.458066481	4.265726708	3.446988685	2.105293561	3.147934926
PREP	14.01826751	15.15556625	14.62081245	16.53736748	14.18273554	14.63955995	14.91874859	13.94420155	13.45933096	17.416547
AP001469.2	2.819867043	5.396448837	3.511345921	4.436004399	2.778432698	2.712611186	5.839688416	2.781780342	2.540157477	4.455538665
FKBP1C	4.278401367	3.703434037	4.875483647	5.147037816	5.25716519	5.505591611	4.595978518	5.665741343	4.391785884	5.030771966
TICAM1	9.090424057	10.42529533	9.052920741	8.27455574	9.429782893	7.866009985	8.21213098	9.68855538	9.099707205	7.953947564
UBA5	15.54963514	9.002744455	16.17711072	15.18810537	14.67847398	15.64256532	10.50605143	13.17032549	14.44218186	15.17287578
FLCN	4.909857712	5.635336043	5.036468648	5.328629279	5.482531038	4.622223078	5.831779912	5.420944185	5.6057334	5.223788855
NLRP1	4.234324415	4.932396459	3.938655253	3.877527205	5.184090574	3.964221718	4.575737003	4.537128366	4.818828154	4.144660744
DOCK7	8.368411761	7.397556467	8.384890715	9.714723717	8.923847971	9.107108402	8.048351717	8.594200044	8.947132003	9.52529786
ULBP1	5.093374653	5.942941374	5.250305505	5.69693061	4.754590946	4.891867911	5.698234357	4.922477703	4.526954581	5.295622878
CD72	3.292345361	11.49466493	3.518045453	5.553822228	4.495951108	3.247109071	9.784439453	3.766768713	4.235949099	5.381461375
WDR1	173.9708047	183.4634061	174.7021321	177.0951488	175.875082	170.2751244	176.10888	180.5438749	175.4901967	178.2208365
MRPL4	38.24873625	17.90030115	37.81111486	27.98134271	35.41491017	34.35537356	15.63115594	40.33581497	36.76172348	27.47975081
ARHGAP30	58.41451743	45.75698969	61.14477	44.35876959	61.07716095	58.6106717	44.9037504	62.02734426	60.74647752	46.21971034
TRBJ2-2P	2.985030684	0.423747996	0.925287101	1.207005848	4.063457821	0.919929011	1.93006651	1.335254564	1.714606297	1.241185771
BZW1	50.77319811	25.77675568	50.08288743	47.56631692	46.80684021	52.02593458	29.8447391	45.33733725	46.64920594	45.78274448
MAFG	11.2095028	10.53299701	11.25116937	10.85136655	11.33613011	10.57891097	10.38826551	11.21616472	11.01814009	10.4147446
BET1L	17.88195228	19.12388075	18.31535372	17.03992024	18.12882417	16.94896643	17.50032872	19.15765186	18.03198209	16.35902142
RPIA	51.19621819	31.17146041	50.92396411	37.81463441	48.59329041	52.41514993	30.12734818	49.20667158	47.93794157	36.69473653
GSDMD	11.34963322	9.771581458	11.39637261	11.15273714	11.67024281	9.652345847	8.507456658	11.49834682	11.7597845	10.97061947
CLSTN3	14.97927776	22.42366024	14.63745609	14.67237608	16.12032848	13.66188801	19.57921288	17.30453861	16.63430638	15.4185166
WASH3P	3.30308088	3.903495535	3.0310179	3.570456053	3.491953033	2.451865589	4.506170769	3.161189335	3.369982596	3.474433069
OSTC	69.02643062	43.82453379	70.20681223	64.10087555	62.36757296	75.83783889	57.46582209	59.14033575	63.3066083	63.22801338
FH	58.34270498	43.8495972	56.04419023	61.514691	54.11677495	58.43937645	45.41206184	53.93951297	56.00472828	62.27874257
RAD52	5.586830763	6.980698048	6.115526389	5.226055387	6.240838296	5.721027259	6.780451982	6.062311907	6.478535939	5.994479741
AC120498.6	0.929626498	0.668635891	1.533020049	1.190341073	1.488446088	1.701052165	0.228410238	2.123370794	1.803662114	1.346453992
AC231981.1	1.435576196	2.639361234	1.310981724	1.721146829	1.390642649	1.652849866	3.368699248	1.473715253	1.525659265	2.038908864
KRTCAP2P1	0.98830791	1.194950965	1.404991259	0.901836136	1.762888426	1.446743022	0.83733905	1.629242283	0.950492765	0.717967185
RUFY3	12.4005632	24.08535304	11.87239574	17.80996924	12.75873289	12.27990057	25.7051944	12.02949	12.42430961	16.87392942
GRWD1	24.04224637	7.271929794	24.80894756	13.15601102	23.95534731	23.38002756	6.019532187	24.56123685	24.26440298	12.90345464
FOXN3	27.48969174	51.43192606	27.26714286	38.13931628	27.51762805	27.83748411	53.954132	27.13301378	26.5407861	37.92864247
ACKR3	2.806872264	2.362333741	2.837853242	1.231299046	2.871260519	2.556626532	2.260524548	2.957108433	3.233500708	1.375673228
ME2	23.83828536	15.596704	23.49743591	19.72694754	22.23802075	24.12127005	16.49885224	21.72320639	22.04671613	19.65794908
MAPRE2	35.34632191	32.99411877	33.89508797	34.7083595	34.97108044	34.18611973	32.85086603	33.77903708	34.58562782	34.34818206
AC012676.3	1.246359367	1.002604862	1.583998795	1.203926037	1.817830818	1.872506859	0.805873282	1.393793909	1.630685645	1.813841419
MLLT6	43.94342913	44.92085529	45.2740299	39.12320128	45.96163543	40.95614553	40.38391492	46.34597223	45.57069732	39.35673043
MAP3K7	26.18766514	23.76780629	26.3965724	24.89714685	24.89344598	27.57268979	24.36454601	24.49794148	25.13890641	23.53018443
CDC73	14.35617971	11.78802569	14.47288394	13.25807526	14.06808536	14.92984125	12.36505381	13.12162327	14.0165275	13.41498564
AC000078.1	1.290027152	10.56263333	1.818012779	3.795244847	1.588839813	1.31514778	9.395631693	1.982324408	1.787794118	2.669216712
ZHX1	15.015792	6.451291605	14.66580055	10.86305263	14.41560037	15.61667951	7.853886031	13.55796942	14.47157024	10.11248151
CFAP97	23.76520865	19.00212617	23.72442993	25.15252115	22.06619025	26.03715795	21.71573493	21.06033083	21.78848745	25.02328765
SAR1B	10.77352521	6.625735889	10.56051167	8.108030351	10.40678932	10.89742514	7.948900589	9.26861721	10.54728576	8.278380877
EMG1	18.57684859	8.47264103	19.51590565	11.80943087	18.73829308	19.97773191	8.293780572	19.43421506	18.55076015	12.45515785
MRPL39	32.19446201	27.93179034	33.38442034	32.09062903	32.66388113	37.78690891	29.36147886	32.90806704	32.95425317	31.81465891
TMEM138	11.57687879	10.37354199	11.66793879	10.84136989	12.58861537	11.92440564	9.354602037	11.49946252	11.64947177	10.2302737
HNRNPUL2	8.711085243	7.796616368	8.475587253	9.398626282	9.322342819	9.262806497	8.935904404	9.200042237	8.84232033	9.371182684
DTD1	1.872139355	1.398066102	1.74166395	1.88513127	2.089326562	2.192437818	1.483222318	1.806263014	2.024651296	2.012298591
C9orf116	2.606154785	2.298893666	2.63540301	2.749396037	2.710183136	2.609344808	2.597585601	2.938500362	2.832335214	2.395611556
KIFBP	9.966444712	6.766415368	9.860535104	7.826829829	9.769530636	9.737022251	7.083802563	10.11002888	10.01362731	7.679126374
CLEC11A	33.80940017	49.67867414	33.49875773	28.71454721	36.03988045	29.77224799	43.57037417	37.70273343	38.10236215	26.0874682
AC016596.2	1.413961903	1.694991984	1.295401941	1.207005848	1.547983932	1.609875769	0	1.669068205	0.571535432	2.068642952
VPS13B	8.479580117	7.950411172	8.402032295	8.870369201	9.173787279	8.682670404	8.197373444	8.419948163	9.090335797	8.844644832
TMEM50A	39.69271302	32.44495909	39.11849261	39.18596509	38.31533485	40.61734225	34.12112286	38.52999022	37.80810295	39.01756388
MYO1A	1.202567684	1.521384276	1.244508621	1.356515898	1.433514371	1.26370784	1.635649585	1.59697614	1.624923044	1.425090278
RPL41P5	21.36653542	34.60608633	22.9471201	23.20133464	29.6051927	17.0186867	47.86564946	21.53097985	33.33956688	39.71794467
LASP1	56.85605365	72.40827674	58.53021661	59.98192677	60.97375188	55.60048198	67.94333065	61.94180539	61.20718752	59.90477352
SYNCRIP	40.26386357	16.87933694	39.68447486	31.04159859	36.21650757	41.87553851	20.75591927	33.84033319	34.82107505	29.46990462
SMAD3	8.246652806	11.10065913	8.362511205	8.908971246	8.872649238	8.332587189	10.07432612	9.176776612	8.877190191	8.103038294
RANGRF	27.98983065	24.75580397	29.95008248	24.74009063	26.88603671	28.08204349	25.05700382	27.99349481	26.97246163	24.49708758
MPHOSPH10	38.36195674	16.57917298	37.94361244	28.0184506	34.9888004	42.42556159	18.97958195	33.90584025	35.07389344	27.35885456
AC098591.1	1.266990952	2.16430428	1.19391884	2.37940221	2.808841812	1.483756469	2.490408401	1.884431845	1.997301242	2.669216712
PPP1R13L	2.37843054	6.171481512	2.38192719	4.480386519	2.391687087	1.86571358	5.042460574	2.708037842	2.719858812	4.26810395
MGAT1	10.24394278	18.61915768	10.34801506	15.3192764	10.75013099	9.629517543	17.92220172	10.83773838	10.67665761	15.13379318
AP000894.4	1.105928334	2.281045113	1.302681633	1.554918967	0.801233919	1.237999704	2.637357965	0.863906939	0.86775566	1.370529492
AC079414.3	1.974646082	4.911329983	1.918485182	4.453986922	2.503047413	2.004432478	6.02039095	1.9600067	2.674156609	3.871588643
SAV1	10.61258485	9.308577502	10.13808427	10.92746442	10.38785274	11.36531559	10.34276107	10.02843502	10.21522605	11.33942613
AC091390.4	1.7485317	2.205554353	1.93664742	2.851545747	2.378546739	1.871948569	2.116019762	1.358543888	1.930435292	2.680301499
TIMP2	26.03534573	31.30150174	26.36004107	32.62823099	26.6404135	25.42273697	29.32094469	26.85956693	27.06394507	32.66099468
FAM24B	6.582087613	7.450514214	5.770334393	5.895022458	6.086681325	6.381375694	7.688451759	5.731690266	6.30677835	6.933363739
RPS19BP1	17.54481666	12.03720655	19.09375024	12.77916065	18.09251123	17.20145732	10.34973188	18.79414895	17.84050266	12.82100737
RPS15AP38	3.969904984	8.847068374	5.372634779	6.020608621	5.513652445	4.513092594	9.961633602	7.44799253	3.27762255	7.006693868
AL356653.1	2.574807169	1.687144799	4.36941131	2.793995019	4.192456482	3.896921505	2.037292428	3.384499417	3.333956688	2.528341385
RAP1GDS1	32.0754635	34.05891952	31.81585003	40.81693412	29.41458659	32.5363203	41.01198174	28.85122703	29.69787794	40.31286585
AL358942.1	1.440368662	1.019201462	1.916553927	1.286471051	1.757579379	2.459912041	0.655370632	2.266985678	1.309970855	1.404850901
PDCD2	29.00506715	20.75165298	29.62573484	26.51855207	27.56841727	29.87370067	22.52798943	27.61051726	28.36382994	26.62414386
HESX1	1.549448568	1.943798146	1.669478255	1.835321499	1.40537532	1.512115729	2.154355585	1.173962346	1.674989162	1.708053813
CPNE1	43.53184992	49.78923821	44.73442062	50.39029228	38.43823631	43.32921343	46.62005088	39.77155538	39.48661191	49.65899289
TRAPPC3	28.69077008	24.30558933	29.19151233	27.39127769	29.20799583	29.78971107	25.35795786	29.83425046	29.39280243	27.63870566
RELB	2.137039588	3.154713031	2.549716101	2.336216283	2.385824292	2.058638857	2.506799856	2.460758741	2.357364222	2.341859945
FAM177A1	8.533286692	7.243448806	8.268986934	7.00383364	8.492253529	8.914775982	7.993147316	8.382212932	8.260188083	7.579946485
MIS12	24.13362343	17.93669162	24.29017156	21.98790427	23.7141251	25.32100012	20.55655669	23.81337232	23.89573291	21.19017091
DNAJC24	12.33579932	6.263480479	12.77332361	9.505227499	10.87367501	13.13299329	8.058190145	10.49770844	11.31524694	8.98501484
MIR634	1.256855025	1.836241316	2.405746462	1.207005848	1.160987949	2.759787033	1.93006651	1.001440923	1.714606297	0.827457181
CCDC191	1.559353431	1.96129183	1.332375357	1.85183892	1.582215513	1.584860986	2.501294732	1.489243166	1.572493989	2.021301933
SSB	69.46382064	32.36175316	68.02719782	58.68138235	63.58015611	75.19476578	36.98706427	62.69678862	62.83099629	56.12128381
ZBED4	60.24671564	82.66149431	60.02217819	72.00943541	63.29318459	59.90615621	79.84589673	63.86431731	63.55184355	72.52404696
AC116351.1	4.859394248	21.98654162	4.995806288	14.31629567	5.518193726	5.52168763	23.06989321	5.474083546	5.438504879	14.99498797
UBE2H	19.42379109	28.46603643	19.80351005	23.83458533	21.26903533	19.23350223	29.5903649	20.25709474	20.09932819	23.1950899
MZT1	19.69645621	23.20389071	19.28545504	23.22159267	17.27691614	19.87475496	32.44172754	16.51861317	17.78736449	23.69991656
PCNPP5	1.273839552	0.704778372	1.038783855	1.143156382	1.890728815	2.151601117	1.364288178	1.839098023	1.109008462	1.032171119
EIF4A3	49.88679021	31.89412275	50.53154326	39.15854394	49.10422172	49.785749	31.55360613	50.69916614	50.66882448	40.9352947
ACSL4	17.67268257	16.97481659	17.78397297	17.51525248	16.29475867	18.2631697	18.31988876	16.10229874	16.21833154	16.86566577
BRWD3	4.907386116	7.199660246	4.919682983	6.602313375	5.203974308	5.177760028	7.898917814	4.823388808	5.104495695	6.416779622
AC027601.3	1.055964263	0.50942382	1.21349128	1.01133459	1.364002235	1.621186372	0.253123477	1.286003371	0.905711887	1.085189745
NAP1L2	2.590755804	2.633555896	2.884953123	3.046800679	2.251034213	3.242992988	3.235677503	2.484316169	2.596870746	3.1762947
H2BU1	114.3942763	51.98262217	116.6002654	81.39176962	112.3008648	111.6639719	47.92508636	122.5819043	114.0330847	80.08553423
AC009054.2	1.76430184	0.944180027	1.830781964	1.506067903	2.431659251	1.229851619	1.135333241	1.47270724	2.139437447	0.99560356
BMPR1A	8.106293804	8.144343592	7.561485986	8.188403915	7.324398026	8.110485241	8.535965025	7.004520301	7.751696086	8.001202752
AC005332.7	1.370560811	1.665783721	1.644290486	1.603274686	2.250703617	1.337538142	2.494431678	1.72569249	2.27752407	1.537279092
BLOC1S4	7.038725323	10.59133153	6.876043647	8.994752576	6.255267062	6.231578142	11.41729485	7.085983729	6.197064266	8.518757695
CHCHD2P2	1.419345628	1.100072679	0.922404587	1.336939673	1.145315214	1.003037862	1.202533651	2.07983577	0.94959158	1.288874113
FBXO46	18.38250207	29.95354193	18.40681389	21.41845029	17.83698491	16.85102173	26.51665049	19.46223868	19.4012696	21.86831373
PGM1	27.37101011	32.09873792	26.87755305	35.10528028	27.61552065	26.28739562	31.16291054	28.68887653	27.39727621	35.05092423
FHL2	6.369893705	3.802532723	6.517387938	4.65173553	6.719506158	5.927426223	3.58254509	6.914271484	6.471390744	4.416156434
GPATCH8	17.27420058	20.68835018	17.04518278	16.99840521	18.0302235	17.42521841	19.62674614	17.78569289	17.1317317	16.80118693
SNORD94	7.683329075	9.794661707	6.348685218	8.712369869	11.58163161	8.561383131	13.52455365	9.380894293	9.177941247	9.361741825
GDI2P2	2.403115076	2.625193177	2.282780676	2.360190529	2.450550221	3.215212415	2.983984408	2.937340427	2.130724199	1.9733765
ZKSCAN2-DT	1.513067847	4.185333336	1.431744406	2.113928559	1.77657867	1.351099591	4.832911326	1.371690082	1.541219143	1.753199805
ARFGAP1	44.04611639	37.03364372	44.73510927	37.42518854	45.37463717	38.24192925	34.12549094	43.98213766	44.94913793	37.66159305
NCOA5	35.00793462	10.84342732	36.27676475	19.089295	36.68299392	35.26774992	10.7877787	38.24257703	36.98552802	20.09612197
FRMD6	1.235878819	2.407001109	1.239014154	2.028823242	1.431499878	1.369209195	2.908474226	1.312969914	1.357345519	2.059355661
SRSF3	128.2828939	53.68009144	128.0432774	112.2599179	115.3665414	132.0113361	64.35685351	108.0512437	115.1947597	108.0606628
MIRLET7A1HG	3.23008125	2.52349709	3.020555328	3.066013053	3.198815868	3.086081498	2.938264999	2.724296522	2.910251046	2.727167271
FDX1	11.3432765	6.289728523	11.44836776	8.552610707	10.69654927	12.19403357	6.408999481	11.11119515	11.55553509	9.15887719
CDR2L	7.206656003	5.328806812	7.25889824	5.863596786	7.639230659	5.684516088	4.432166308	7.859158829	8.146319509	5.651326616
CDCA4	36.27320568	35.37003289	38.25880733	33.19375651	36.24925608	33.44513152	34.95880273	36.56541171	36.52254607	33.39573915
RN7SL288P	1.565669919	4.465614619	2.289370146	3.364315652	2.659766206	1.501602337	3.050964243	2.179539237	2.160443215	3.270019786
IKZF2	63.83580113	44.31301235	61.37176989	51.43150172	65.08568804	63.78994377	52.65881998	59.17248436	63.4292264	48.51465523
ATP5MC2	73.05946877	118.2462778	74.50996128	86.21567302	74.18728661	71.46209675	113.4207101	77.7772269	73.91009824	86.5982515
DHRS7B	4.529012072	4.545955512	4.586020665	4.229915769	5.195532277	4.419888811	5.004862124	5.087780323	4.93140917	3.442982752
MAP2K3	18.77953936	17.93119383	18.78321253	19.43810612	19.02743681	17.19359199	15.62702747	19.54081935	20.21757992	19.36821889
ENO3	12.40534915	23.79229379	12.68999929	16.64714034	13.52323241	12.71630996	20.75995274	13.22305843	12.24987185	16.81027408
AC099811.1	2.310395266	3.427373497	2.350328197	2.321854684	3.091311495	2.705673562	3.535014865	2.086335257	2.496010355	2.378386281
SF3B6	90.4455569	67.38770213	94.07085525	81.32388168	86.69785007	100.2658738	64.71084106	91.14966922	88.85259173	80.67707511
TRBJ2-2	5.81295449	3.531233299	7.772411647	4.828023393	6.57893171	8.279361098	4.246146323	7.176993283	5.905866133	4.137285903
KIF15	30.88731053	42.54565384	31.83605128	38.97491946	31.68605274	33.10401477	45.48436198	30.38087028	30.71233153	39.17263399
PTPDC1	7.905776708	7.855176487	7.620252414	8.10846179	8.558976909	8.288933085	8.015950351	7.929644385	8.376277532	7.950330228
AC011944.2	0.667071664	1.054716827	1.354739533	1.5315838	1.586513547	0.875481489	1.356415703	1.026366978	1.422562569	1.272079121
RABGGTA	10.10616871	10.40193756	9.755344798	10.23157275	9.713342884	8.610373082	9.935794928	9.940719687	10.42137455	10.79530229
SNRNP35	5.176311763	4.738813775	4.958271461	5.486108128	5.766437136	5.193490945	4.269189227	5.344725582	5.571654993	5.2075047
MYG1	29.81473114	32.68647799	28.92789475	25.23534668	29.3851223	29.48275044	30.00132604	31.13805841	31.11646522	24.02587504
DHRS3	2.348394498	8.721392193	2.463508592	6.208990657	3.35830226	2.580900337	8.085058258	2.972624882	2.934280047	6.93620399
H2AC8	411.0088779	100.4285525	398.4006307	327.3749763	387.0720136	402.4011675	97.14794499	425.7927436	396.8933676	329.3572196
PIP5KL1	1.768896376	3.479303398	2.007056579	2.360514909	2.258662217	1.659338864	3.583395543	1.917587552	2.24131542	2.243564966
FCMR	6.974866465	11.6738138	7.022435526	7.194584338	6.911575793	6.700698316	10.3605866	7.455021053	7.216551372	7.389008247
EPOP	28.31302448	21.35880836	28.89852125	23.17187537	27.9635807	26.73587847	20.02999899	28.72540733	28.40411114	22.00197204
THAP1	9.683774254	6.791210362	10.490298	7.931273968	9.751009381	9.929358713	6.966459408	9.345546176	9.485918943	8.17501657
AC010618.3	1.972456854	2.4802341	2.307124992	2.354903616	2.361389009	2.059542562	3.15182064	2.373916148	2.124231779	2.034135299
NAT9	16.36497135	15.60617306	17.11293655	15.44337638	17.55365623	15.45139169	15.6884483	16.38081992	16.54671071	14.4068059
PAFAH2	7.416057395	6.351561587	7.38743702	6.049836533	8.040682238	7.142838535	7.106984226	7.366492596	7.310146337	6.323984475
TSSK6	4.581852995	7.811022967	3.99597326	5.703502143	4.394786508	3.739671917	7.318751218	4.801730124	4.653053442	6.346198917
PPP1R21	3.37427179	3.601681844	3.374644352	4.030041693	4.113641839	3.778075037	3.345127743	3.444274165	3.782918436	3.856136175
UFSP2	11.61832313	16.27268882	11.53767567	15.62649107	11.95737271	13.08200616	16.82370554	11.9330247	12.22470958	16.29680597
SNORA3B	4.677227669	2.479950103	4.944282218	3.89026482	6.79458596	5.442328118	1.767999857	5.7334404	5.235439074	5.684820325
LAX1	12.10361763	9.383515695	12.19760923	10.23775809	12.97282468	12.66273425	10.01911628	12.8637143	12.55129783	10.99144436
IPO9	14.69505295	13.04477669	14.30077576	15.74309485	15.82934252	14.35777431	12.36216391	14.86020431	15.0727284	15.76126173
CCDC47	30.89975973	22.77285148	30.10635642	31.54873986	29.475585	32.93867049	24.53882916	30.21913315	30.19290135	32.48834316
LINC00665	1.636438579	1.195156314	1.829386393	1.314527453	1.875001481	1.650528873	1.293538013	1.682584815	1.979067121	1.59437435
TMCC2	2.339973915	4.656101971	2.080030479	2.578812338	2.326072125	1.796736349	4.027457335	2.570062181	2.35739161	2.721349851
NLN	6.940158207	1.821940066	7.056223176	4.735453416	6.644504539	7.211533191	1.96308198	6.68823332	6.277729686	4.88708529
CD248	3.769087001	7.336548995	3.728714777	3.732628391	4.839346083	3.30864315	7.172493344	5.201525768	5.063387208	3.827516555
POGZ	29.02523015	38.57348399	28.51914202	34.39145472	30.87535945	28.43416943	36.39719715	30.5598739	30.69086586	34.96954651
RARA	8.812376643	5.046159341	9.227443271	4.717457972	9.536053687	8.6375014	4.313919651	9.331492776	9.685562287	5.470060446
DPYSL2	79.45718016	96.56649828	79.26459029	85.66605353	79.02445067	77.11451609	98.24915476	79.69644141	78.15828434	84.34958463
ADNP	31.3125108	26.88727094	30.74568117	28.47688315	32.0244434	32.06002599	27.97547491	31.96401679	31.84601641	28.42135534
RPL5P34	9.486363683	12.0006447	10.84174785	10.49112204	11.87916962	11.8475706	12.04396161	11.53923698	9.450754248	11.9335856
TAGAP	3.268836657	7.654802507	2.974847776	4.643439464	3.396617969	3.010789169	7.70988934	3.019577694	3.072771141	4.115042431
PEX1	11.80731985	10.59965923	11.71139683	12.43042254	11.21511891	11.8117643	12.24703745	10.55647301	11.56002662	12.6065809
SEC22A	3.028432016	2.114731011	3.076995421	2.60103226	2.942743816	3.274581744	2.602029118	2.873892274	2.784680677	2.56378644
XRN2	59.90160722	56.21789727	58.95990224	61.75516033	58.622851	61.74699567	56.73534713	57.44768207	56.98583916	63.33398051
MRC2	5.310152043	10.53874628	5.397373262	6.441773163	6.607826147	4.777389688	9.04455018	6.420615583	6.359276914	6.235951125
AL663058.1	1.468704526	0.920321426	1.048483967	1.253736009	1.151121196	1.628769495	0.765465472	0.709235781	0.539693515	1.0548321
SNU13	99.1562066	62.82592029	99.40807372	78.43422396	95.34222022	96.39379605	59.7023317	101.3689915	96.10523786	78.71626266
SEC31A	21.28143891	27.81606203	21.99763517	22.30723543	21.91596609	22.06181545	27.09637349	21.75458373	22.33571462	23.43948621
RXYLT1	5.655292831	2.085539684	5.440222548	3.747196851	5.620025531	5.68991625	2.291714374	5.949117528	5.566930863	3.798523363
IGF2BP1	27.66338481	20.34433591	28.34349209	23.64184817	28.74091927	28.50462164	19.74829308	29.28459483	29.41063981	23.2969271
ZNF780B	3.398225209	1.960938119	3.289152259	2.916278535	3.390168563	3.486665441	2.248448611	2.976155923	3.495750274	2.681353705
SMG5	45.87768958	34.87702852	46.49775714	33.29995906	46.41150552	43.17653216	31.35352616	46.66361778	45.94180406	34.52124496
FGD5-AS1	38.03813465	45.04958396	35.98877278	48.86403106	36.31761674	36.77427064	48.07473157	35.34857389	36.4906462	48.57897513
TRIM59	1.42979174	1.052866093	1.227032948	1.400690547	1.245263347	1.375408489	1.012082547	1.128384139	1.213661373	1.174397515
GOLM1	15.64363629	9.441353904	16.18492998	12.01105987	16.73255777	16.0368452	8.832937346	16.70164114	16.78705516	11.36870749
PKIA	6.154211883	4.991142473	6.048696596	8.123882539	6.305045608	6.048498419	6.099049145	5.952532494	6.255827001	7.790043624
MT-TP	98.66311944	120.4856802	93.82411203	112.9221027	84.75212027	84.1735045	152.089241	86.62463986	83.63468492	119.5675626
ACADVL	62.02782611	107.9728631	61.42615983	87.9367167	73.3186267	57.59334475	103.7410749	71.6379402	71.90362857	87.00261938
CRNDE	10.906819	11.4875346	10.29884773	11.15300968	9.746792108	10.52282434	14.59832124	7.755559614	9.409626826	9.824827552
E2F7	15.68050134	16.48114476	15.31531977	15.49605761	16.1760941	16.27752119	16.00690968	15.19508033	15.54709484	15.16161716
TTC9	3.386402673	3.771085424	3.469372522	3.180349572	3.646605258	3.449282314	3.561567569	3.885973482	3.642687547	3.126923975
SLC37A3	6.751812221	8.641802593	7.066986344	8.601147051	6.684778662	7.200132454	9.01951953	6.397775776	6.931177977	8.753775793
MARF1	16.76348681	23.87716715	16.70065412	20.44466999	16.96424176	16.31594662	23.53033221	17.01456334	16.89221152	19.64809386
SPRYD4	1.857155314	1.576578113	1.840435482	1.762170505	2.060935985	1.877188227	1.408703015	1.898605768	2.020284965	1.698096731
ADIPOR2	29.56980123	40.55360448	30.04445197	34.40772148	29.78728839	29.91912157	40.95376585	29.82550488	29.79775514	34.9132336
PTPRU	8.158394136	14.82953241	8.467547487	9.926628634	8.864173197	7.671577388	13.43046461	8.894908613	9.093152998	10.57149673
CNP	26.91958921	21.47142784	28.45633532	24.76607557	28.10434865	26.94687648	21.3307428	29.17319524	28.19736874	25.32607728
ARHGAP35	23.63029502	21.24365626	23.58535904	21.90540215	24.28618494	22.8744458	20.05690214	23.94367274	24.06724016	22.47227628
MEGF9	14.38899503	10.51074394	14.65772265	11.63579183	14.5676345	14.76632083	11.21889454	14.51029613	14.2974578	11.21007466
BAD	22.69019821	18.8128972	23.73597334	22.13945232	23.41375869	20.91109161	16.48146683	25.1009393	23.25001528	21.31220742
EPHX1	10.59088289	7.966493905	11.49238646	8.366055068	11.82187282	11.05560298	6.904653811	12.00721509	10.87269753	8.163565812
RBM25	31.00383105	21.61642814	30.32044764	24.6465612	30.31882956	31.70651939	22.15856149	27.77068215	28.88279234	24.95783888
PICALM	29.8214241	21.2113172	28.4077017	30.21894177	27.18052338	29.91883297	26.00500838	25.5851118	26.54906971	29.26324137
KCNC4	2.197820487	3.80732866	2.191079855	2.651478921	2.344679662	1.933077495	3.293980178	2.313551075	2.411117477	2.581666404
THOC6	22.447021	16.14707105	23.66006988	21.44267418	22.33934997	21.59649078	15.23808712	23.38588123	22.60218081	21.69802671
MFSD6	19.34681447	12.61112676	19.13854888	17.42110656	20.08005637	20.09227771	13.98855544	19.86107641	19.76619621	16.19200509
YIPF1	14.40793445	15.93999875	14.24769374	14.07400193	14.38749481	13.95554032	14.77491881	14.86671405	14.11314842	14.9496657
DENND5A	11.84203717	31.25824227	11.96143533	22.72994161	12.56903403	11.19729261	28.93359574	12.40013005	12.17657135	23.00334278
ZFHX3	1.722619118	0.669373685	1.641109708	0.799109511	1.882276182	1.628133841	0.620974997	1.881445721	1.896377511	0.759267289
UBE2V2	21.19965911	13.32792522	20.63675791	20.03028027	18.97545941	22.02893112	15.09559159	18.05914885	18.81863557	19.73357694
ZCCHC8	12.00981238	8.527838002	11.72498717	10.22119654	10.39073622	12.06970254	8.813618217	10.75182909	10.69463264	10.33042957
AC000065.2	2.426697009	2.546834109	2.24346534	3.771635368	2.893539196	2.278593396	2.446730469	2.249390382	3.013017561	3.691732037
ARHGAP21	9.024971726	10.94821065	8.70253767	9.622759596	9.225300529	9.198043762	10.49102674	9.083656661	8.959036649	9.697201751
FMNL3	9.74498188	7.861853907	9.901488105	6.98337201	10.6856871	9.42699531	7.142392663	10.16247707	10.30650034	6.894930329
TNFRSF14	5.83381592	5.308053627	5.767006795	4.195129348	7.057788079	5.199598757	4.744652338	6.362464464	6.201148246	4.006020663
ZFAT	2.161942237	2.013422495	2.21514273	2.127357611	2.195947601	2.181300972	1.925833908	2.247995737	2.214282011	1.912889864
PRKCI	7.014675834	8.933940764	6.740376671	9.577451311	6.873593477	7.487247066	10.73443989	6.369576843	6.88056775	8.677548702
BCAS3	3.924223601	6.907451968	3.663779477	5.160182548	3.945558255	3.902025491	6.117243286	4.059103537	3.851215489	5.094419209
KMT2D	26.27152864	21.72645407	25.83629376	20.84825329	28.15121494	23.75833139	19.11079183	28.27831041	28.19039316	20.68542702
B2M	224.8269382	301.5493957	216.939972	230.3730864	224.0244536	230.0875297	313.3888269	224.1399542	223.1517244	228.6784493
NAPA-AS1	2.312240419	3.069936993	2.459690753	2.853604496	2.49461187	2.361483485	2.81857973	2.418387474	2.24962606	2.832140949
GOLM2	21.11098966	23.75718508	21.38824184	26.66036515	21.03937648	21.9449598	24.28367527	20.41185576	20.05791183	26.13132264
WASHC2A	10.44107538	7.494552018	10.99501001	9.299994795	11.16302501	11.49911264	6.960213999	10.93415858	11.31497334	9.019675429
